event,trigger_type,readout_type,global_timestamp
10000,Unknown,None,1533762063
10001,Unknown,None,1533762063
10002,Unknown,None,1533762063
10003,Unknown,None,1533762063
10004,Unknown,None,1533762063
10005,Unknown,None,1533762063
10006,Unknown,None,1533762063
10007,Unknown,None,1533762063
10008,Unknown,None,1533762063
10009,Unknown,None,1533762063
10010,Unknown,None,1533762063
10011,Unknown,None,1533762063
10012,Unknown,None,1533762063
10013,Unknown,None,1533762063
10014,Unknown,None,1533762063
10015,Unknown,None,1533762063
10016,Unknown,None,1533762063
10017,Unknown,None,1533762063
10018,Unknown,None,1533762063
10019,Unknown,None,1533762063
10020,Unknown,None,1533762063
10021,Unknown,None,1533762063
10022,Unknown,None,1533762063
10023,Unknown,None,1533762063
10024,Unknown,None,1533762063
10025,Unknown,None,1533762063
10026,Unknown,None,1533762063
10027,Unknown,None,1533762063
10028,Unknown,None,1533762063
10029,Unknown,None,1533762063
10030,Unknown,None,1533762063
10031,Unknown,None,1533762063
10032,Unknown,None,1533762063
10033,Unknown,None,1533762063
10034,Unknown,None,1533762063
10035,Unknown,None,1533762063
10036,Unknown,None,1533762063
10037,Unknown,None,1533762063
10038,Unknown,None,1533762063
10039,Unknown,None,1533762063
10040,Unknown,None,1533762063
10041,Unknown,None,1533762063
10042,Unknown,None,1533762063
10043,Unknown,None,1533762063
10044,Unknown,None,1533762063
10045,Unknown,None,1533762063
10046,Unknown,None,1533762063
10047,Unknown,None,1533762063
10048,Unknown,None,1533762063
10049,Unknown,None,1533762063
10050,Unknown,None,1533762063
10051,Unknown,None,1533762063
10052,Unknown,None,1533762063
10053,Unknown,None,1533762063
10054,Unknown,None,1533762063
10055,Unknown,None,1533762063
10056,Unknown,None,1533762063
10057,Unknown,None,1533762063
10058,Unknown,None,1533762063
10059,Unknown,None,1533762063
10060,Unknown,None,1533762063
10061,Unknown,None,1533762063
10062,Unknown,None,1533762063
10063,Unknown,None,1533762063
10064,Unknown,None,1533762063
10065,Unknown,None,1533762063
10066,Unknown,None,1533762063
10067,Unknown,None,1533762063
10068,Unknown,None,1533762063
10069,Unknown,None,1533762063
10070,Unknown,None,1533762063
10071,Unknown,None,1533762063
10072,Unknown,None,1533762063
10073,Unknown,None,1533762063
10074,Unknown,None,1533762063
10075,Unknown,None,1533762063
10076,Unknown,None,1533762063
10077,Unknown,None,1533762063
10078,Unknown,None,1533762063
10079,Unknown,None,1533762063
10080,Unknown,None,1533762063
10081,Unknown,None,1533762063
10082,Unknown,None,1533762063
10083,Unknown,None,1533762063
10084,Unknown,None,1533762063
10085,Unknown,None,1533762063
10086,Unknown,None,1533762064
10087,Unknown,None,1533762064
10088,Unknown,None,1533762064
10089,Unknown,None,1533762064
10090,Unknown,None,1533762064
10091,Unknown,None,1533762064
10092,Unknown,None,1533762064
10093,Unknown,None,1533762064
10094,Unknown,None,1533762064
10095,Unknown,None,1533762064
10096,Unknown,None,1533762064
10097,Unknown,None,1533762064
10098,Unknown,None,1533762064
10099,Unknown,None,1533762064
