filename,size,rseries
07180812_2217_F0006,201.846MiB,R68
07180812_2217_F0007,201.542MiB,R68
07180812_2217_F0008,197.868MiB,R68
07180812_2217_F0009,196.019MiB,R68
07180812_2217_F0010,155.558MiB,R68
07180812_2227_F0001,51.955MiB,R68
07180812_2227_F0002,204.717MiB,R68
07180812_2227_F0003,204.692MiB,R68
07180812_2227_F0004,200.555MiB,R68
07180812_2227_F0005,196.270MiB,R68
07180812_2227_F0006,198.025MiB,R68
07180812_2227_F0007,196.469MiB,R68
07180812_2227_F0008,200.581MiB,R68
07180812_2227_F0009,198.497MiB,R68
07180812_2227_F0010,168.034MiB,R68
07180812_2237_F0001,53.682MiB,R68
07180812_2237_F0002,204.757MiB,R68
07180812_2237_F0003,205.635MiB,R68
07180812_2237_F0004,201.252MiB,R68
07180812_2237_F0005,200.420MiB,R68
07180812_2237_F0006,197.236MiB,R68
07180812_2237_F0007,202.370MiB,R68
07180812_2237_F0008,202.269MiB,R68
07180812_2237_F0009,196.123MiB,R68
07180812_2237_F0010,161.690MiB,R68
07180812_2247_F0001,49.547MiB,R68
07180812_2247_F0002,207.041MiB,R68
07180812_2247_F0003,203.686MiB,R68
07180812_2247_F0004,202.763MiB,R68
07180812_2247_F0005,200.144MiB,R68
07180812_2247_F0006,202.408MiB,R68
07180812_2247_F0007,201.541MiB,R68
07180812_2247_F0008,198.536MiB,R68
07180812_2247_F0009,198.907MiB,R68
07180812_2247_F0010,161.865MiB,R68
07180812_2257_F0001,50.111MiB,R68
07180812_2257_F0002,207.740MiB,R68
07180812_2257_F0003,199.440MiB,R68
07180812_2257_F0004,201.825MiB,R68
07180812_2257_F0005,200.338MiB,R68
07180812_2257_F0006,202.246MiB,R68
07180812_2257_F0007,196.881MiB,R68
07180812_2257_F0008,201.911MiB,R68
07180812_2257_F0009,197.167MiB,R68
07180812_2257_F0010,163.652MiB,R68
07180813_0958_F0001,49.430MiB,R68
07180813_0958_F0002,204.624MiB,R68
07180813_0958_F0003,200.387MiB,R68
07180813_0958_F0004,193.736MiB,R68
07180813_0958_F0005,194.776MiB,R68
07180813_0958_F0006,196.655MiB,R68
07180813_0958_F0007,201.028MiB,R68
07180813_0958_F0008,199.155MiB,R68
07180813_0958_F0009,198.219MiB,R68
07180813_0958_F0010,158.314MiB,R68
07180813_1008_F0001,51.547MiB,R68
07180813_1008_F0002,201.532MiB,R68
07180813_1008_F0003,202.389MiB,R68
07180813_1008_F0004,197.315MiB,R68
07180813_1008_F0005,199.800MiB,R68
07180813_1008_F0006,197.154MiB,R68
07180813_1008_F0007,197.448MiB,R68
07180813_1008_F0008,193.280MiB,R68
07180813_1008_F0009,195.113MiB,R68
07180813_1008_F0010,158.268MiB,R68
07180813_1018_F0001,47.259MiB,R68
07180813_1018_F0002,204.338MiB,R68
07180813_1018_F0003,199.096MiB,R68
07180813_1018_F0004,196.170MiB,R68
07180813_1018_F0005,197.919MiB,R68
07180813_1018_F0006,198.422MiB,R68
07180813_1018_F0007,200.147MiB,R68
07180813_1018_F0008,199.826MiB,R68
07180813_1018_F0009,200.470MiB,R68
07180813_1018_F0010,165.760MiB,R68
07180813_1028_F0001,55.568MiB,R68
07180813_1028_F0002,204.543MiB,R68
07180813_1028_F0003,204.212MiB,R68
07180813_1028_F0004,201.043MiB,R68
07180813_1028_F0005,195.805MiB,R68
07180813_1028_F0006,198.224MiB,R68
07180813_1028_F0007,196.423MiB,R68
07180813_1028_F0008,198.108MiB,R68
07180813_1028_F0009,199.800MiB,R68
07180813_1028_F0010,163.682MiB,R68
07180813_1038_F0001,49.802MiB,R68
07180813_1038_F0002,205.559MiB,R68
07180813_1038_F0003,201.074MiB,R68
07180813_1038_F0004,198.938MiB,R68
07180813_1038_F0005,201.129MiB,R68
07180813_1038_F0006,202.350MiB,R68
07180813_1038_F0007,196.628MiB,R68
07180813_1038_F0008,200.596MiB,R68
07180813_1038_F0009,198.996MiB,R68
07180813_1038_F0010,161.215MiB,R68
07180813_1048_F0001,50.930MiB,R68
07180813_1048_F0002,206.810MiB,R68
07180813_1048_F0003,203.376MiB,R68
07180813_1048_F0004,195.892MiB,R68
07180813_1048_F0005,194.060MiB,R68
07180813_1048_F0006,197.721MiB,R68
07180813_1048_F0007,193.684MiB,R68
07180813_1048_F0008,196.946MiB,R68
07180813_1048_F0009,197.292MiB,R68
07180813_1048_F0010,157.840MiB,R68
07180813_1058_F0001,51.210MiB,R68
07180813_1058_F0002,205.237MiB,R68
07180813_1058_F0003,202.040MiB,R68
07180813_1058_F0004,198.568MiB,R68
07180813_1058_F0005,195.354MiB,R68
07180813_1058_F0006,197.152MiB,R68
07180813_1058_F0007,197.413MiB,R68
07180813_1058_F0008,195.420MiB,R68
07180813_1058_F0009,199.598MiB,R68
07180813_1058_F0010,166.141MiB,R68
07180813_1108_F0001,52.370MiB,R68
07180813_1108_F0002,205.821MiB,R68
07180813_1108_F0003,202.691MiB,R68
07180813_1108_F0004,201.327MiB,R68
07180813_1108_F0005,200.399MiB,R68
07180813_1108_F0006,202.506MiB,R68
07180813_1108_F0007,192.845MiB,R68
07180813_1108_F0008,199.648MiB,R68
07180813_1108_F0009,194.332MiB,R68
07180813_1108_F0010,154.207MiB,R68
07180813_1118_F0001,49.259MiB,R68
07180813_1118_F0002,202.741MiB,R68
07180813_1118_F0003,203.850MiB,R68
07180813_1118_F0004,200.272MiB,R68
07180813_1118_F0005,199.892MiB,R68
07180813_1118_F0006,196.994MiB,R68
07180813_1118_F0007,199.100MiB,R68
07180813_1118_F0008,198.951MiB,R68
07180813_1118_F0009,199.789MiB,R68
07180813_1118_F0010,151.188MiB,R68
07180813_1129_F0001,49.319MiB,R68
07180813_1129_F0002,200.999MiB,R68
07180813_1129_F0003,203.440MiB,R68
07180813_1129_F0004,198.378MiB,R68
07180813_1129_F0005,199.877MiB,R68
07180813_1129_F0006,201.573MiB,R68
07180813_1129_F0007,199.297MiB,R68
07180813_1129_F0008,201.681MiB,R68
07180813_1129_F0009,200.617MiB,R68
07180813_1129_F0010,151.942MiB,R68
07180813_1139_F0001,48.144MiB,R68
07180813_1139_F0002,192.785MiB,R68
07180813_1139_F0003,195.379MiB,R68
07180813_1139_F0004,195.568MiB,R68
07180813_1139_F0005,200.455MiB,R68
07180813_1139_F0006,198.563MiB,R68
07180813_1139_F0007,202.634MiB,R68
07180813_1139_F0008,200.654MiB,R68
07180813_1139_F0009,201.898MiB,R68
07180813_1139_F0010,168.472MiB,R68
07180813_1149_F0001,48.690MiB,R68
07180813_1149_F0002,203.511MiB,R68
07180813_1149_F0003,169.026MiB,R68
07180813_1149_F0004,201.338MiB,R68
07180813_1149_F0005,200.274MiB,R68
07180813_1149_F0006,199.174MiB,R68
07180813_1149_F0007,199.565MiB,R68
07180813_1149_F0008,197.783MiB,R68
07180813_1149_F0009,197.268MiB,R68
07180813_1149_F0010,159.023MiB,R68
07180813_1238_F0001,47.843MiB,R68
07180813_1238_F0002,205.178MiB,R68
07180813_1238_F0003,200.189MiB,R68
07180813_1238_F0004,189.514MiB,R68
07180813_1238_F0005,194.913MiB,R68
07180813_1238_F0006,200.431MiB,R68
07180813_1238_F0007,200.062MiB,R68
07180813_1238_F0008,201.881MiB,R68
07180813_1238_F0009,200.233MiB,R68
07180813_1238_F0010,150.334MiB,R68
07180813_1248_F0001,52.847MiB,R68
07180813_1248_F0002,202.660MiB,R68
07180813_1248_F0003,202.964MiB,R68
07180813_1248_F0004,198.795MiB,R68
07180813_1248_F0005,201.595MiB,R68
07180813_1248_F0006,194.325MiB,R68
07180813_1248_F0007,198.157MiB,R68
07180813_1248_F0008,198.808MiB,R68
07180813_1248_F0009,198.231MiB,R68
07180813_1248_F0010,154.356MiB,R68
07180813_1259_F0001,50.559MiB,R68
07180813_1259_F0002,206.047MiB,R68
07180813_1259_F0003,203.945MiB,R68
07180813_1259_F0004,201.012MiB,R68
07180813_1259_F0005,202.510MiB,R68
07180813_1259_F0006,197.772MiB,R68
07180813_1259_F0007,199.647MiB,R68
07180813_1259_F0008,195.239MiB,R68
07180813_1259_F0009,199.407MiB,R68
07180813_1259_F0010,155.471MiB,R68
07180813_1309_F0001,52.883MiB,R68
07180813_1309_F0002,206.571MiB,R68
07180813_1309_F0003,205.354MiB,R68
07180813_1309_F0004,197.769MiB,R68
07180813_1309_F0005,200.743MiB,R68
07180813_1309_F0006,195.728MiB,R68
07180813_1309_F0007,194.974MiB,R68
07180813_1309_F0008,197.747MiB,R68
07180813_1309_F0009,201.299MiB,R68
07180813_1309_F0010,164.453MiB,R68
07180813_1319_F0001,50.628MiB,R68
07180813_1319_F0002,205.215MiB,R68
07180813_1319_F0003,197.633MiB,R68
07180813_1319_F0004,199.262MiB,R68
07180813_1319_F0005,200.100MiB,R68
07180813_1319_F0006,200.428MiB,R68
07180813_1319_F0007,200.407MiB,R68
07180813_1319_F0008,202.079MiB,R68
07180813_1319_F0009,200.490MiB,R68
07180813_1319_F0010,158.980MiB,R68
07180813_1329_F0001,50.092MiB,R68
07180813_1329_F0002,203.473MiB,R68
07180813_1329_F0003,204.716MiB,R68
07180813_1329_F0004,200.495MiB,R68
07180813_1329_F0005,199.168MiB,R68
07180813_1329_F0006,197.157MiB,R68
07180813_1329_F0007,196.328MiB,R68
07180813_1329_F0008,202.175MiB,R68
07180813_1329_F0009,195.433MiB,R68
07180813_1329_F0010,164.281MiB,R68
07180813_1339_F0001,50.706MiB,R68
07180813_1339_F0002,205.867MiB,R68
07180813_1339_F0003,203.363MiB,R68
07180813_1339_F0004,201.429MiB,R68
07180813_1339_F0005,201.360MiB,R68
07180813_1339_F0006,196.854MiB,R68
07180813_1339_F0007,197.101MiB,R68
07180813_1339_F0008,201.407MiB,R68
07180813_1339_F0009,198.294MiB,R68
07180813_1339_F0010,158.002MiB,R68
07180813_1349_F0001,50.745MiB,R68
07180813_1349_F0002,204.271MiB,R68
07180813_1349_F0003,205.624MiB,R68
07180813_1349_F0004,200.782MiB,R68
07180813_1349_F0005,193.599MiB,R68
07180813_1349_F0006,199.438MiB,R68
07180813_1349_F0007,197.001MiB,R68
07180813_1349_F0008,198.256MiB,R68
07180813_1349_F0009,200.597MiB,R68
07180813_1349_F0010,159.838MiB,R68
07180813_1359_F0001,49.530MiB,R68
07180813_1359_F0002,204.665MiB,R68
07180813_1359_F0003,198.898MiB,R68
07180813_1359_F0004,199.534MiB,R68
07180813_1359_F0005,198.757MiB,R68
07180813_1359_F0006,196.262MiB,R68
07180813_1359_F0007,199.291MiB,R68
07180813_1359_F0008,198.482MiB,R68
07180813_1359_F0009,195.728MiB,R68
07180813_1359_F0010,155.832MiB,R68
07180813_1409_F0001,48.911MiB,R68
07180813_1409_F0002,203.226MiB,R68
07180813_1409_F0003,205.315MiB,R68
07180813_1409_F0004,194.319MiB,R68
07180813_1409_F0005,201.337MiB,R68
07180813_1409_F0006,198.818MiB,R68
07180813_1409_F0007,196.819MiB,R68
07180813_1409_F0008,200.434MiB,R68
07180813_1409_F0009,195.688MiB,R68
07180813_1409_F0010,158.998MiB,R68
07180813_1419_F0001,51.342MiB,R68
07180813_1419_F0002,205.071MiB,R68
07180813_1419_F0003,203.491MiB,R68
07180813_1419_F0004,195.586MiB,R68
07180813_1419_F0005,199.148MiB,R68
07180813_1419_F0006,195.254MiB,R68
07180813_1419_F0007,197.638MiB,R68
07180813_1419_F0008,197.302MiB,R68
07180813_1419_F0009,197.722MiB,R68
07180813_1419_F0010,158.087MiB,R68
07180813_1430_F0001,48.902MiB,R68
07180813_1430_F0002,202.982MiB,R68
07180813_1430_F0003,203.665MiB,R68
07180813_1430_F0004,199.397MiB,R68
07180813_1430_F0005,202.593MiB,R68
07180813_1430_F0006,199.294MiB,R68
07180813_1430_F0007,202.889MiB,R68
07180813_1430_F0008,198.299MiB,R68
07180813_1430_F0009,199.771MiB,R68
07180813_1430_F0010,161.406MiB,R68
07180813_1519_F0001,51.442MiB,R68
07180813_1519_F0002,202.712MiB,R68
07180813_1519_F0003,200.376MiB,R68
07180813_1519_F0004,196.939MiB,R68
07180813_1519_F0005,195.751MiB,R68
07180813_1519_F0006,200.182MiB,R68
07180813_1519_F0007,200.296MiB,R68
07180813_1519_F0008,201.410MiB,R68
07180813_1519_F0009,197.397MiB,R68
07180813_1519_F0010,163.617MiB,R68
07180813_1529_F0001,49.373MiB,R68
07180813_1529_F0002,204.239MiB,R68
07180813_1529_F0003,200.700MiB,R68
07180813_1529_F0004,202.862MiB,R68
07180813_1529_F0005,197.370MiB,R68
07180813_1529_F0006,198.806MiB,R68
07180813_1529_F0007,202.939MiB,R68
07180813_1529_F0008,200.984MiB,R68
07180813_1529_F0009,194.395MiB,R68
07180813_1529_F0010,161.071MiB,R68
07180813_1539_F0001,48.238MiB,R68
07180813_1539_F0002,189.830MiB,R68
07180813_1539_F0003,187.655MiB,R68
07180813_1539_F0004,192.791MiB,R68
07180813_1539_F0005,195.541MiB,R68
07180813_1539_F0006,196.925MiB,R68
07180813_1539_F0007,191.721MiB,R68
07180813_1539_F0008,198.172MiB,R68
07180813_1539_F0009,195.921MiB,R68
07180813_1539_F0010,157.285MiB,R68
07180813_1549_F0001,48.163MiB,R68
07180813_1549_F0002,202.942MiB,R68
07180813_1549_F0003,201.495MiB,R68
07180813_1549_F0004,201.050MiB,R68
07180813_1549_F0005,200.284MiB,R68
07180813_1549_F0006,200.312MiB,R68
07180813_1549_F0007,202.441MiB,R68
07180813_1549_F0008,199.740MiB,R68
07180813_1549_F0009,198.484MiB,R68
07180813_1549_F0010,152.682MiB,R68
07180813_1559_F0001,51.689MiB,R68
07180813_1559_F0002,205.275MiB,R68
07180813_1559_F0003,201.851MiB,R68
07180813_1559_F0004,200.246MiB,R68
07180813_1559_F0005,193.385MiB,R68
07180813_1559_F0006,196.373MiB,R68
07180813_1559_F0007,201.130MiB,R68
07180813_1559_F0008,203.483MiB,R68
07180813_1559_F0009,200.964MiB,R68
07180813_1559_F0010,154.906MiB,R68
07180813_1610_F0001,48.224MiB,R68
07180813_1610_F0002,205.232MiB,R68
07180813_1610_F0003,201.059MiB,R68
07180813_1610_F0004,196.357MiB,R68
07180813_1610_F0005,201.152MiB,R68
07180813_1610_F0006,195.293MiB,R68
07180813_1610_F0007,201.782MiB,R68
07180813_1610_F0008,200.648MiB,R68
07180813_1610_F0009,190.572MiB,R68
07180813_1610_F0010,162.135MiB,R68
07180813_1620_F0001,48.428MiB,R68
07180813_1620_F0002,205.441MiB,R68
07180813_1620_F0003,200.477MiB,R68
07180813_1620_F0004,197.428MiB,R68
07180813_1620_F0005,194.512MiB,R68
07180813_1620_F0006,193.110MiB,R68
07180813_1620_F0007,195.312MiB,R68
07180813_1620_F0008,195.931MiB,R68
07180813_1620_F0009,193.497MiB,R68
07180813_1620_F0010,155.682MiB,R68
07180813_1630_F0001,48.658MiB,R68
07180813_1630_F0002,199.336MiB,R68
07180813_1630_F0003,195.579MiB,R68
07180813_1630_F0004,191.809MiB,R68
07180813_1630_F0005,196.198MiB,R68
07180813_1630_F0006,192.064MiB,R68
07180813_1630_F0007,192.922MiB,R68
07180813_1630_F0008,193.549MiB,R68
07180813_1630_F0009,195.752MiB,R68
07180813_1630_F0010,159.498MiB,R68
07180813_1640_F0001,48.259MiB,R68
07180813_1640_F0002,201.436MiB,R68
07180813_1640_F0003,192.808MiB,R68
07180813_1640_F0004,190.457MiB,R68
07180813_1640_F0005,190.742MiB,R68
07180813_1640_F0006,191.680MiB,R68
07180813_1640_F0007,189.853MiB,R68
07180813_1640_F0008,190.853MiB,R68
07180813_1640_F0009,190.646MiB,R68
07180813_1640_F0010,170.325MiB,R68
07180813_1650_F0001,51.679MiB,R68
07180813_1650_F0002,195.625MiB,R68
07180813_1650_F0003,190.407MiB,R68
07180813_1650_F0004,194.781MiB,R68
07180813_1650_F0005,188.893MiB,R68
07180813_1650_F0006,193.516MiB,R68
07180813_1650_F0007,196.219MiB,R68
07180813_1650_F0008,188.188MiB,R68
07180813_1650_F0009,192.380MiB,R68
07180813_1650_F0010,162.948MiB,R68
07180813_1700_F0001,54.989MiB,R68
07180813_1700_F0002,198.275MiB,R68
07180813_1700_F0003,196.703MiB,R68
07180813_1700_F0004,191.420MiB,R68
07180813_1700_F0005,191.539MiB,R68
07180813_1700_F0006,192.177MiB,R68
07180813_1700_F0007,195.091MiB,R68
07180813_1700_F0008,192.542MiB,R68
07180813_1700_F0009,193.671MiB,R68
07180813_1700_F0010,158.322MiB,R68
07180813_1710_F0001,51.286MiB,R68
07180813_1710_F0002,199.933MiB,R68
07180813_1710_F0003,198.534MiB,R68
07180813_1710_F0004,193.504MiB,R68
07180813_1710_F0005,192.437MiB,R68
07180813_1710_F0006,192.292MiB,R68
07180813_1710_F0007,192.922MiB,R68
07180813_1710_F0008,194.227MiB,R68
07180813_1710_F0009,191.114MiB,R68
07180813_1710_F0010,159.978MiB,R68
07180813_1800_F0001,53.310MiB,R68
07180813_1800_F0002,197.094MiB,R68
07180813_1800_F0003,199.018MiB,R68
07180813_1800_F0004,193.063MiB,R68
07180813_1800_F0005,188.264MiB,R68
07180813_1800_F0006,192.616MiB,R68
07180813_1800_F0007,193.370MiB,R68
07180813_1800_F0008,195.239MiB,R68
07180813_1800_F0009,194.353MiB,R68
07180813_1800_F0010,157.075MiB,R68
07180813_1810_F0001,53.793MiB,R68
07180813_1810_F0002,200.570MiB,R68
07180813_1810_F0003,193.938MiB,R68
07180813_1810_F0004,197.504MiB,R68
07180813_1810_F0005,190.551MiB,R68
07180813_1810_F0006,189.528MiB,R68
07180813_1810_F0007,196.131MiB,R68
07180813_1810_F0008,194.445MiB,R68
07180813_1810_F0009,196.693MiB,R68
07180813_1810_F0010,160.260MiB,R68
07180813_1820_F0001,48.549MiB,R68
07180813_1820_F0002,199.409MiB,R68
07180813_1820_F0003,197.118MiB,R68
07180813_1820_F0004,194.255MiB,R68
07180813_1820_F0005,194.404MiB,R68
07180813_1820_F0006,197.980MiB,R68
07180813_1820_F0007,194.452MiB,R68
07180813_1820_F0008,193.009MiB,R68
07180813_1820_F0009,196.191MiB,R68
07180813_1820_F0010,149.548MiB,R68
07180813_1830_F0001,47.472MiB,R68
07180813_1830_F0002,203.142MiB,R68
07180813_1830_F0003,183.286MiB,R68
07180813_1830_F0004,190.772MiB,R68
07180813_1830_F0005,193.606MiB,R68
07180813_1830_F0006,196.616MiB,R68
07180813_1830_F0007,191.607MiB,R68
07180813_1830_F0008,195.543MiB,R68
07180813_1830_F0009,194.981MiB,R68
07180813_1830_F0010,162.072MiB,R68
07180813_1840_F0001,48.502MiB,R68
07180813_1840_F0002,202.402MiB,R68
07180813_1840_F0003,199.330MiB,R68
07180813_1840_F0004,194.135MiB,R68
07180813_1840_F0005,197.194MiB,R68
07180813_1840_F0006,195.765MiB,R68
07180813_1840_F0007,194.394MiB,R68
07180813_1840_F0008,197.064MiB,R68
07180813_1840_F0009,196.328MiB,R68
07180813_1840_F0010,150.877MiB,R68
07180813_1850_F0001,55.632MiB,R68
07180813_1850_F0002,200.484MiB,R68
07180813_1850_F0003,195.113MiB,R68
07180813_1850_F0004,191.419MiB,R68
07180813_1850_F0005,195.173MiB,R68
07180813_1850_F0006,194.295MiB,R68
07180813_1850_F0007,195.375MiB,R68
07180813_1850_F0008,196.213MiB,R68
07180813_1850_F0009,190.515MiB,R68
07180813_1850_F0010,161.718MiB,R68
07180814_1129_F0001,48.956MiB,R68
07180814_1129_F0002,205.021MiB,R68
07180814_1129_F0003,200.389MiB,R68
07180814_1129_F0004,197.242MiB,R68
07180814_1129_F0005,195.329MiB,R68
07180814_1129_F0006,193.600MiB,R68
07180814_1129_F0007,197.697MiB,R68
07180814_1129_F0008,198.214MiB,R68
07180814_1129_F0009,197.321MiB,R68
07180814_1129_F0010,155.850MiB,R68
07180814_1139_F0001,50.664MiB,R68
07180814_1139_F0002,199.614MiB,R68
07180814_1139_F0003,200.464MiB,R68
07180814_1139_F0004,198.934MiB,R68
07180814_1139_F0005,196.447MiB,R68
07180814_1139_F0006,170.171MiB,R68
07180814_1139_F0007,190.690MiB,R68
07180814_1139_F0008,197.297MiB,R68
07180814_1139_F0009,197.894MiB,R68
07180814_1139_F0010,161.051MiB,R68
07180814_1149_F0001,51.647MiB,R68
07180814_1149_F0002,203.261MiB,R68
07180814_1149_F0003,202.930MiB,R68
07180814_1149_F0004,197.491MiB,R68
07180814_1149_F0005,196.891MiB,R68
07180814_1149_F0006,197.086MiB,R68
07180814_1149_F0007,191.011MiB,R68
07180814_1149_F0008,197.423MiB,R68
07180814_1149_F0009,199.542MiB,R68
07180814_1149_F0010,159.231MiB,R68
07180814_1159_F0001,48.758MiB,R68
07180814_1159_F0002,207.294MiB,R68
07180814_1159_F0003,203.516MiB,R68
07180814_1159_F0004,196.325MiB,R68
07180814_1159_F0005,200.730MiB,R68
07180814_1159_F0006,198.557MiB,R68
07180814_1159_F0007,198.173MiB,R68
07180814_1159_F0008,190.477MiB,R68
07180814_1159_F0009,195.356MiB,R68
07180814_1159_F0010,165.761MiB,R68
07180814_1209_F0001,49.477MiB,R68
07180814_1209_F0002,203.877MiB,R68
07180814_1209_F0003,202.937MiB,R68
07180814_1209_F0004,197.308MiB,R68
07180814_1209_F0005,199.577MiB,R68
07180814_1209_F0006,201.530MiB,R68
07180814_1209_F0007,200.966MiB,R68
07180814_1209_F0008,196.218MiB,R68
07180814_1209_F0009,200.173MiB,R68
07180814_1209_F0010,156.285MiB,R68
07180814_1220_F0001,49.031MiB,R68
07180814_1220_F0002,204.273MiB,R68
07180814_1220_F0003,199.906MiB,R68
07180814_1220_F0004,199.436MiB,R68
07180814_1220_F0005,200.954MiB,R68
07180814_1220_F0006,198.337MiB,R68
07180814_1220_F0007,196.327MiB,R68
07180814_1220_F0008,198.287MiB,R68
07180814_1220_F0009,199.348MiB,R68
07180814_1220_F0010,151.959MiB,R68
07180814_1230_F0001,52.187MiB,R68
07180814_1230_F0002,198.880MiB,R68
07180814_1230_F0003,198.182MiB,R68
07180814_1230_F0004,191.090MiB,R68
07180814_1230_F0005,195.477MiB,R68
07180814_1230_F0006,200.442MiB,R68
07180814_1230_F0007,197.760MiB,R68
07180814_1230_F0008,198.205MiB,R68
07180814_1230_F0009,199.421MiB,R68
07180814_1230_F0010,156.076MiB,R68
07180814_1240_F0001,51.479MiB,R68
07180814_1240_F0002,201.343MiB,R68
07180814_1240_F0003,201.602MiB,R68
07180814_1240_F0004,199.663MiB,R68
07180814_1240_F0005,199.955MiB,R68
07180814_1240_F0006,199.693MiB,R68
07180814_1240_F0007,197.218MiB,R68
07180814_1240_F0008,201.831MiB,R68
07180814_1240_F0009,195.816MiB,R68
07180814_1240_F0010,153.362MiB,R68
07180814_1250_F0001,50.848MiB,R68
07180814_1250_F0002,203.700MiB,R68
07180814_1250_F0003,204.575MiB,R68
07180814_1250_F0004,198.540MiB,R68
07180814_1250_F0005,200.468MiB,R68
07180814_1250_F0006,197.882MiB,R68
07180814_1250_F0007,202.343MiB,R68
07180814_1250_F0008,201.799MiB,R68
07180814_1250_F0009,200.035MiB,R68
07180814_1250_F0010,151.145MiB,R68
07180814_1300_F0001,51.774MiB,R68
07180814_1300_F0002,201.268MiB,R68
07180814_1300_F0003,193.166MiB,R68
07180814_1300_F0004,189.353MiB,R68
07180814_1300_F0005,189.489MiB,R68
07180814_1300_F0006,196.799MiB,R68
07180814_1300_F0007,197.377MiB,R68
07180814_1300_F0008,200.132MiB,R68
07180814_1300_F0009,200.680MiB,R68
07180814_1300_F0010,167.353MiB,R68
07180814_1310_F0001,51.266MiB,R68
07180814_1310_F0002,206.300MiB,R68
07180814_1310_F0003,204.213MiB,R68
07180814_1310_F0004,200.363MiB,R68
07180814_1310_F0005,199.868MiB,R68
07180814_1310_F0006,194.645MiB,R68
07180814_1310_F0007,199.965MiB,R68
07180814_1310_F0008,204.020MiB,R68
07180814_1310_F0009,199.558MiB,R68
07180814_1310_F0010,154.535MiB,R68
07180814_1320_F0001,50.319MiB,R68
07180814_1320_F0002,205.761MiB,R68
07180814_1320_F0003,204.774MiB,R68
07180814_1320_F0004,198.310MiB,R68
07180814_1320_F0005,199.528MiB,R68
07180814_1320_F0006,200.974MiB,R68
07180814_1320_F0007,197.848MiB,R68
07180814_1320_F0008,200.371MiB,R68
07180814_1320_F0009,198.375MiB,R68
07180814_1320_F0010,151.853MiB,R68
07180814_1409_F0001,50.622MiB,R68
07180814_1409_F0002,201.013MiB,R68
07180814_1409_F0003,198.788MiB,R68
07180814_1409_F0004,201.897MiB,R68
07180814_1409_F0005,198.387MiB,R68
07180814_1409_F0006,194.651MiB,R68
07180814_1409_F0007,198.583MiB,R68
07180814_1409_F0008,196.062MiB,R68
07180814_1409_F0009,192.993MiB,R68
07180814_1409_F0010,166.354MiB,R68
07180814_1420_F0001,51.811MiB,R68
07180814_1420_F0002,203.466MiB,R68
07180814_1420_F0003,196.204MiB,R68
07180814_1420_F0004,198.116MiB,R68
07180814_1420_F0005,198.603MiB,R68
07180814_1420_F0006,199.416MiB,R68
07180814_1420_F0007,192.882MiB,R68
07180814_1420_F0008,195.342MiB,R68
07180814_1420_F0009,198.519MiB,R68
07180814_1420_F0010,153.474MiB,R68
07180814_1430_F0001,49.574MiB,R68
07180814_1430_F0002,197.944MiB,R68
07180814_1430_F0003,202.186MiB,R68
07180814_1430_F0004,193.914MiB,R68
07180814_1430_F0005,193.422MiB,R68
07180814_1430_F0006,197.258MiB,R68
07180814_1430_F0007,194.006MiB,R68
07180814_1430_F0008,197.647MiB,R68
07180814_1430_F0009,198.014MiB,R68
07180814_1430_F0010,163.915MiB,R68
07180814_1440_F0001,51.780MiB,R68
07180814_1440_F0002,202.051MiB,R68
07180814_1440_F0003,199.334MiB,R68
07180814_1440_F0004,197.337MiB,R68
07180814_1440_F0005,200.759MiB,R68
07180814_1440_F0006,197.225MiB,R68
07180814_1440_F0007,196.348MiB,R68
07180814_1440_F0008,195.485MiB,R68
07180814_1440_F0009,190.913MiB,R68
07180814_1440_F0010,159.225MiB,R68
07180814_1450_F0001,55.246MiB,R68
07180814_1450_F0002,204.398MiB,R68
07180814_1450_F0003,203.574MiB,R68
07180814_1450_F0004,197.876MiB,R68
07180814_1450_F0005,201.708MiB,R68
07180814_1450_F0006,196.939MiB,R68
07180814_1450_F0007,201.866MiB,R68
07180814_1450_F0008,201.661MiB,R68
07180814_1450_F0009,198.155MiB,R68
07180814_1450_F0010,159.819MiB,R68
07180814_1500_F0001,48.890MiB,R68
07180814_1500_F0002,205.755MiB,R68
07180814_1500_F0003,202.936MiB,R68
07180814_1500_F0004,197.469MiB,R68
07180814_1500_F0005,196.608MiB,R68
07180814_1500_F0006,201.123MiB,R68
07180814_1500_F0007,197.068MiB,R68
07180814_1500_F0008,197.371MiB,R68
07180814_1500_F0009,201.132MiB,R68
07180814_1500_F0010,155.753MiB,R68
07180814_1510_F0001,51.049MiB,R68
07180814_1510_F0002,205.619MiB,R68
07180814_1510_F0003,199.280MiB,R68
07180814_1510_F0004,199.858MiB,R68
07180814_1510_F0005,198.892MiB,R68
07180814_1510_F0006,201.581MiB,R68
07180814_1510_F0007,201.202MiB,R68
07180814_1510_F0008,198.945MiB,R68
07180814_1510_F0009,200.928MiB,R68
07180814_1510_F0010,152.785MiB,R68
07180814_1520_F0001,48.976MiB,R68
07180814_1520_F0002,203.417MiB,R68
07180814_1520_F0003,199.212MiB,R68
07180814_1520_F0004,195.386MiB,R68
07180814_1520_F0005,200.659MiB,R68
07180814_1520_F0006,198.545MiB,R68
07180814_1520_F0007,199.746MiB,R68
07180814_1520_F0008,199.701MiB,R68
07180814_1520_F0009,198.430MiB,R68
07180814_1520_F0010,159.479MiB,R68
07180814_1530_F0001,50.028MiB,R68
