filename,size,rseries
07221026_2224_F0127,30.697MiB,R76
07221026_2224_F0128,32.422MiB,R76
07221026_2224_F0129,31.807MiB,R76
07221026_2224_F0130,31.177MiB,R76
07221026_2224_F0131,31.908MiB,R76
07221026_2224_F0132,31.214MiB,R76
07221026_2224_F0133,30.719MiB,R76
07221026_2224_F0134,31.555MiB,R76
07221026_2224_F0135,30.314MiB,R76
07221026_2224_F0136,29.334MiB,R76
07221026_2224_F0137,29.623MiB,R76
07221026_2224_F0138,27.976MiB,R76
07221026_2224_F0139,32.261MiB,R76
07221026_2224_F0140,30.773MiB,R76
07221026_2224_F0141,31.474MiB,R76
07221026_2224_F0142,32.188MiB,R76
07221026_2224_F0143,31.516MiB,R76
07221026_2224_F0144,32.941MiB,R76
07221026_2224_F0145,30.952MiB,R76
07221026_2224_F0146,31.099MiB,R76
07221026_2224_F0147,31.084MiB,R76
07221026_2224_F0148,30.427MiB,R76
07221026_2224_F0149,31.929MiB,R76
07221026_2224_F0150,31.268MiB,R76
07221026_2224_F0151,31.224MiB,R76
07221026_2224_F0152,31.632MiB,R76
07221026_2224_F0153,31.713MiB,R76
07221026_2224_F0154,31.711MiB,R76
07221026_2224_F0155,32.160MiB,R76
07221026_2224_F0156,31.409MiB,R76
07221026_2224_F0157,31.120MiB,R76
07221026_2224_F0158,30.015MiB,R76
07221026_2224_F0159,29.504MiB,R76
07221026_2224_F0160,32.329MiB,R76
07221026_2224_F0161,30.917MiB,R76
07221026_2224_F0162,31.444MiB,R76
07221026_2224_F0163,31.514MiB,R76
07221026_2224_F0164,31.541MiB,R76
07221026_2224_F0165,32.523MiB,R76
07221026_2224_F0166,30.962MiB,R76
07221026_2224_F0167,31.259MiB,R76
07221026_2224_F0168,31.333MiB,R76
07221026_2224_F0169,30.875MiB,R76
07221026_2224_F0170,30.996MiB,R76
07221026_2224_F0171,30.671MiB,R76
07221026_2224_F0172,32.582MiB,R76
07221026_2224_F0173,31.442MiB,R76
07221026_2224_F0174,31.380MiB,R76
07221026_2224_F0175,31.396MiB,R76
07221026_2224_F0176,32.483MiB,R76
07221026_2224_F0177,32.936MiB,R76
07221026_2224_F0178,30.741MiB,R76
07221026_2224_F0179,31.956MiB,R76
07221026_2224_F0180,32.195MiB,R76
07221026_2224_F0181,31.519MiB,R76
07221026_2224_F0182,32.627MiB,R76
07221026_2224_F0183,32.447MiB,R76
07221026_2224_F0184,32.383MiB,R76
07221026_2224_F0185,30.880MiB,R76
07221026_2224_F0186,32.389MiB,R76
07221026_2224_F0187,31.327MiB,R76
07221026_2224_F0188,31.444MiB,R76
07221026_2224_F0189,30.528MiB,R76
07221026_2224_F0190,31.895MiB,R76
07221026_2224_F0191,31.285MiB,R76
07221026_2224_F0192,31.860MiB,R76
07221026_2224_F0193,31.276MiB,R76
07221026_2224_F0194,32.225MiB,R76
07221026_2224_F0195,32.837MiB,R76
07221026_2224_F0196,31.227MiB,R76
07221026_2224_F0197,31.532MiB,R76
07221026_2224_F0198,32.018MiB,R76
07221026_2224_F0199,31.311MiB,R76
07221026_2224_F0200,30.435MiB,R76
07221026_2224_F0201,32.128MiB,R76
07221026_2224_F0202,31.015MiB,R76
07221026_2224_F0203,31.292MiB,R76
07221026_2224_F0204,31.635MiB,R76
07221026_2224_F0205,31.524MiB,R76
07221026_2224_F0206,32.742MiB,R76
07221026_2224_F0207,27.211MiB,R76
07221026_2224_F0208,29.186MiB,R76
07221026_2224_F0209,29.497MiB,R76
07221026_2224_F0210,30.786MiB,R76
07221026_2224_F0211,30.854MiB,R76
07221026_2224_F0212,31.433MiB,R76
07221026_2224_F0213,30.833MiB,R76
07221026_2224_F0214,31.352MiB,R76
07221026_2224_F0215,30.907MiB,R76
07221026_2224_F0216,30.643MiB,R76
07221026_2224_F0217,32.453MiB,R76
07221026_2224_F0218,30.831MiB,R76
07221026_2224_F0219,31.900MiB,R76
07221026_2224_F0220,30.988MiB,R76
07221026_2224_F0221,31.724MiB,R76
07221026_2224_F0222,30.909MiB,R76
07221026_2224_F0223,31.255MiB,R76
07221026_2224_F0224,31.709MiB,R76
07221026_2224_F0225,31.877MiB,R76
07221026_2224_F0226,30.682MiB,R76
07221026_2224_F0227,31.215MiB,R76
07221026_2224_F0228,30.419MiB,R76
07221026_2224_F0229,33.005MiB,R76
07221026_2224_F0230,31.650MiB,R76
07221026_2224_F0231,31.537MiB,R76
07221026_2224_F0232,31.539MiB,R76
07221026_2224_F0233,29.966MiB,R76
07221026_2224_F0234,31.451MiB,R76
07221026_2224_F0235,31.127MiB,R76
07221026_2224_F0236,30.672MiB,R76
07221026_2224_F0237,30.281MiB,R76
07221026_2224_F0238,32.080MiB,R76
07221026_2224_F0239,32.232MiB,R76
07221026_2224_F0240,32.127MiB,R76
07221026_2224_F0241,31.982MiB,R76
07221026_2224_F0242,32.146MiB,R76
07221026_2224_F0243,31.211MiB,R76
07221026_2224_F0244,31.837MiB,R76
07221026_2224_F0245,31.196MiB,R76
07221026_2224_F0246,30.692MiB,R76
07221026_2224_F0247,30.963MiB,R76
07221026_2224_F0248,30.990MiB,R76
07221026_2224_F0249,30.467MiB,R76
07221026_2224_F0250,31.929MiB,R76
07221026_2224_F0251,30.267MiB,R76
07221026_2224_F0252,31.217MiB,R76
07221026_2224_F0253,30.795MiB,R76
07221026_2224_F0254,31.200MiB,R76
07221026_2224_F0255,31.477MiB,R76
07221026_2224_F0256,30.178MiB,R76
07221026_2224_F0257,31.673MiB,R76
07221026_2224_F0258,31.813MiB,R76
07221026_2224_F0259,30.709MiB,R76
07221026_2224_F0260,31.186MiB,R76
07221026_2224_F0261,29.733MiB,R76
07221026_2224_F0262,31.555MiB,R76
07221026_2224_F0263,30.723MiB,R76
07221026_2224_F0264,31.712MiB,R76
07221026_2224_F0265,31.622MiB,R76
07221026_2224_F0266,30.862MiB,R76
07221026_2224_F0267,31.980MiB,R76
07221026_2224_F0268,31.171MiB,R76
07221026_2224_F0269,31.379MiB,R76
07221026_2224_F0270,30.871MiB,R76
07221026_2224_F0271,29.044MiB,R76
07221026_2224_F0272,32.481MiB,R76
07221026_2224_F0273,29.747MiB,R76
07221026_2224_F0274,30.754MiB,R76
07221026_2224_F0275,31.086MiB,R76
07221026_2224_F0276,32.528MiB,R76
07221026_2224_F0277,31.723MiB,R76
07221026_2224_F0278,30.304MiB,R76
07221026_2224_F0279,27.222MiB,R76
07221026_2224_F0280,27.562MiB,R76
07221026_2224_F0281,31.520MiB,R76
07221026_2224_F0282,31.185MiB,R76
07221026_2224_F0283,30.138MiB,R76
07221026_2224_F0284,32.266MiB,R76
07221026_2224_F0285,31.739MiB,R76
07221026_2224_F0286,33.471MiB,R76
07221026_2224_F0287,31.486MiB,R76
07221026_2224_F0288,31.059MiB,R76
07221026_2224_F0289,30.871MiB,R76
07221026_2224_F0290,30.799MiB,R76
07221026_2224_F0291,31.596MiB,R76
07221026_2224_F0292,31.730MiB,R76
07221026_2224_F0293,32.428MiB,R76
07221026_2224_F0294,31.511MiB,R76
07221026_2224_F0295,30.572MiB,R76
07221026_2224_F0296,31.731MiB,R76
07221026_2224_F0297,32.077MiB,R76
07221026_2224_F0298,31.528MiB,R76
07221026_2224_F0299,30.939MiB,R76
07221026_2224_F0300,30.896MiB,R76
07221026_2224_F0301,32.050MiB,R76
07221026_2224_F0302,30.993MiB,R76
07221026_2224_F0303,32.166MiB,R76
07221026_2224_F0304,30.713MiB,R76
07221026_2224_F0305,29.819MiB,R76
07221026_2224_F0306,31.820MiB,R76
07221026_2224_F0307,32.230MiB,R76
07221026_2224_F0308,31.092MiB,R76
07221026_2224_F0309,31.025MiB,R76
07221026_2224_F0310,32.418MiB,R76
07221026_2224_F0311,29.984MiB,R76
07221026_2224_F0312,30.835MiB,R76
07221026_2224_F0313,30.778MiB,R76
07221026_2224_F0314,31.335MiB,R76
07221026_2224_F0315,30.416MiB,R76
07221026_2224_F0316,31.364MiB,R76
07221026_2224_F0317,32.259MiB,R76
07221026_2224_F0318,30.918MiB,R76
07221026_2224_F0319,31.583MiB,R76
07221026_2224_F0320,32.048MiB,R76
07221026_2224_F0321,30.922MiB,R76
07221026_2224_F0322,31.917MiB,R76
07221026_2224_F0323,31.893MiB,R76
07221026_2224_F0324,31.497MiB,R76
07221026_2224_F0325,31.564MiB,R76
07221026_2224_F0326,31.937MiB,R76
07221026_2224_F0327,30.931MiB,R76
07221026_2224_F0328,30.165MiB,R76
07221026_2224_F0329,30.874MiB,R76
07221026_2224_F0330,31.428MiB,R76
07221026_2224_F0331,30.693MiB,R76
07221026_2224_F0332,30.796MiB,R76
07221026_2224_F0333,30.967MiB,R76
07221026_2224_F0334,33.288MiB,R76
07221026_2224_F0335,31.799MiB,R76
07221026_2224_F0336,31.190MiB,R76
07221026_2224_F0337,31.144MiB,R76
07221026_2224_F0338,31.004MiB,R76
07221026_2224_F0339,32.288MiB,R76
07221026_2224_F0340,30.958MiB,R76
07221026_2224_F0341,30.568MiB,R76
07221026_2224_F0342,31.607MiB,R76
07221026_2224_F0343,31.284MiB,R76
07221026_2224_F0344,31.166MiB,R76
07221026_2224_F0345,31.351MiB,R76
07221026_2224_F0346,30.895MiB,R76
07221026_2224_F0347,31.714MiB,R76
07221026_2224_F0348,32.252MiB,R76
07221026_2224_F0349,29.444MiB,R76
07221026_2224_F0350,27.863MiB,R76
07221026_2224_F0351,27.831MiB,R76
07221026_2224_F0352,31.993MiB,R76
07221026_2224_F0353,30.941MiB,R76
07221026_2224_F0354,32.426MiB,R76
07221026_2224_F0355,31.211MiB,R76
07221026_2224_F0356,31.026MiB,R76
07221026_2224_F0357,30.664MiB,R76
07221026_2224_F0358,31.987MiB,R76
07221026_2224_F0359,32.919MiB,R76
07221026_2224_F0360,32.837MiB,R76
07221026_2224_F0361,32.814MiB,R76
07221026_2224_F0362,31.074MiB,R76
07221026_2224_F0363,32.727MiB,R76
07221026_2224_F0364,32.253MiB,R76
07221026_2224_F0365,31.744MiB,R76
07221026_2224_F0366,31.710MiB,R76
07221026_2224_F0367,30.888MiB,R76
07221026_2224_F0368,31.597MiB,R76
07221026_2224_F0369,31.798MiB,R76
07221026_2224_F0370,30.253MiB,R76
07221026_2224_F0371,32.111MiB,R76
07221026_2224_F0372,32.055MiB,R76
07221026_2224_F0373,31.023MiB,R76
07221026_2224_F0374,30.914MiB,R76
07221026_2224_F0375,30.280MiB,R76
07221026_2224_F0376,31.966MiB,R76
07221026_2224_F0377,31.920MiB,R76
07221026_2224_F0378,31.767MiB,R76
07221026_2224_F0379,31.978MiB,R76
07221026_2224_F0380,32.867MiB,R76
07221026_2224_F0381,32.513MiB,R76
07221026_2224_F0382,31.438MiB,R76
07221026_2224_F0383,31.514MiB,R76
07221026_2224_F0384,30.463MiB,R76
07221026_2224_F0385,31.188MiB,R76
07221026_2224_F0386,32.589MiB,R76
07221026_2224_F0387,31.804MiB,R76
07221026_2224_F0388,33.390MiB,R76
07221026_2224_F0389,31.575MiB,R76
07221026_2224_F0390,31.523MiB,R76
07221026_2224_F0391,31.794MiB,R76
07221026_2224_F0392,31.988MiB,R76
07221026_2224_F0393,32.110MiB,R76
07221026_2224_F0394,31.781MiB,R76
07221026_2224_F0395,32.171MiB,R76
07221026_2224_F0396,31.445MiB,R76
07221026_2224_F0397,31.476MiB,R76
07221026_2224_F0398,30.970MiB,R76
07221026_2224_F0399,31.863MiB,R76
07221026_2224_F0400,31.683MiB,R76
07221026_2224_F0401,30.913MiB,R76
07221026_2224_F0402,30.124MiB,R76
07221026_2224_F0403,32.312MiB,R76
07221026_2224_F0404,31.935MiB,R76
07221026_2224_F0405,31.486MiB,R76
07221026_2224_F0406,31.336MiB,R76
07221026_2224_F0407,31.241MiB,R76
07221026_2224_F0408,31.455MiB,R76
07221026_2224_F0409,31.404MiB,R76
07221026_2224_F0410,31.395MiB,R76
07221026_2224_F0411,31.772MiB,R76
07221026_2224_F0412,30.936MiB,R76
07221026_2224_F0413,31.914MiB,R76
07221026_2224_F0414,29.872MiB,R76
07221026_2224_F0415,31.125MiB,R76
07221026_2224_F0416,31.692MiB,R76
07221026_2224_F0417,32.005MiB,R76
07221026_2224_F0418,31.086MiB,R76
07221026_2224_F0419,31.481MiB,R76
07221026_2224_F0420,26.735MiB,R76
07221026_2224_F0421,30.487MiB,R76
07221026_2224_F0422,28.254MiB,R76
07221026_2224_F0423,32.157MiB,R76
07221026_2224_F0424,32.901MiB,R76
07221026_2224_F0425,31.852MiB,R76
07221026_2224_F0426,32.553MiB,R76
07221026_2224_F0427,32.024MiB,R76
07221026_2224_F0428,31.519MiB,R76
07221026_2224_F0429,29.765MiB,R76
07221026_2224_F0430,31.315MiB,R76
07221026_2224_F0431,31.659MiB,R76
07221026_2224_F0432,30.650MiB,R76
07221026_2224_F0433,31.191MiB,R76
07221026_2224_F0434,30.824MiB,R76
07221026_2224_F0435,31.733MiB,R76
07221026_2224_F0436,32.151MiB,R76
07221026_2224_F0437,30.115MiB,R76
07221026_2224_F0438,30.343MiB,R76
07221026_2224_F0439,33.016MiB,R76
07221026_2224_F0440,31.247MiB,R76
07221026_2224_F0441,31.950MiB,R76
07221026_2224_F0442,29.504MiB,R76
07221026_2224_F0443,31.928MiB,R76
07221026_2224_F0444,32.818MiB,R76
07221026_2224_F0445,33.113MiB,R76
07221026_2224_F0446,31.747MiB,R76
07221026_2224_F0447,29.494MiB,R76
07221026_2224_F0448,31.934MiB,R76
07221026_2224_F0449,31.264MiB,R76
07221026_2224_F0450,32.903MiB,R76
07221026_2224_F0451,30.764MiB,R76
07221026_2224_F0452,30.391MiB,R76
07221026_2224_F0453,33.124MiB,R76
07221026_2224_F0454,30.960MiB,R76
07221026_2224_F0455,31.271MiB,R76
07221026_2224_F0456,32.011MiB,R76
07221026_2224_F0457,31.651MiB,R76
07221026_2224_F0458,32.484MiB,R76
07221026_2224_F0459,32.137MiB,R76
07221026_2224_F0460,31.867MiB,R76
07221026_2224_F0461,30.454MiB,R76
07221026_2224_F0462,32.473MiB,R76
07221026_2224_F0463,32.207MiB,R76
07221026_2224_F0464,31.733MiB,R76
07221026_2224_F0465,31.558MiB,R76
07221026_2224_F0466,30.855MiB,R76
07221026_2224_F0467,31.508MiB,R76
07221026_2224_F0468,30.248MiB,R76
07221026_2224_F0469,31.009MiB,R76
07221026_2224_F0470,32.653MiB,R76
07221026_2224_F0471,31.642MiB,R76
07221026_2224_F0472,32.000MiB,R76
07221026_2224_F0473,32.075MiB,R76
07221026_2224_F0474,31.424MiB,R76
07221026_2224_F0475,33.181MiB,R76
07221026_2224_F0476,32.434MiB,R76
07221026_2224_F0477,31.209MiB,R76
07221026_2224_F0478,31.111MiB,R76
07221026_2224_F0479,30.818MiB,R76
07221026_2224_F0480,32.327MiB,R76
07221026_2224_F0481,32.514MiB,R76
07221026_2224_F0482,32.079MiB,R76
07221026_2224_F0483,31.171MiB,R76
07221026_2224_F0484,31.146MiB,R76
07221026_2224_F0485,30.846MiB,R76
07221026_2224_F0486,31.462MiB,R76
07221026_2224_F0487,31.024MiB,R76
07221026_2224_F0488,30.940MiB,R76
07221026_2224_F0489,31.239MiB,R76
07221026_2224_F0490,31.442MiB,R76
07221026_2224_F0491,29.652MiB,R76
07221026_2224_F0492,27.935MiB,R76
07221026_2224_F0493,27.647MiB,R76
07221026_2224_F0494,30.896MiB,R76
07221026_2224_F0495,32.622MiB,R76
07221026_2224_F0496,30.952MiB,R76
07221026_2224_F0497,30.448MiB,R76
07221026_2224_F0498,31.237MiB,R76
07221026_2224_F0499,33.168MiB,R76
07221026_2224_F0500,30.360MiB,R76
07221026_2224_F0501,31.290MiB,R76
07221026_2224_F0502,31.346MiB,R76
07221026_2224_F0503,30.538MiB,R76
07221026_2224_F0504,31.046MiB,R76
07221026_2224_F0505,30.727MiB,R76
07221026_2224_F0506,32.225MiB,R76
07221026_2224_F0507,32.239MiB,R76
07221026_2224_F0508,32.314MiB,R76
07221026_2224_F0509,32.096MiB,R76
07221026_2224_F0510,31.982MiB,R76
07221026_2224_F0511,31.863MiB,R76
07221026_2224_F0512,31.271MiB,R76
07221026_2224_F0513,31.565MiB,R76
07221026_2224_F0514,31.273MiB,R76
07221026_2224_F0515,31.893MiB,R76
07221026_2224_F0516,30.637MiB,R76
07221026_2224_F0517,32.329MiB,R76
07221026_2224_F0518,31.350MiB,R76
07221026_2224_F0519,32.232MiB,R76
07221026_2224_F0520,31.189MiB,R76
07221026_2224_F0521,31.429MiB,R76
07221026_2224_F0522,31.398MiB,R76
07221026_2224_F0523,33.008MiB,R76
07221026_2224_F0524,31.621MiB,R76
07221026_2224_F0525,31.876MiB,R76
07221026_2224_F0526,30.502MiB,R76
07221026_2224_F0527,31.424MiB,R76
07221026_2224_F0528,31.824MiB,R76
07221026_2224_F0529,31.631MiB,R76
07221026_2224_F0530,30.645MiB,R76
07221026_2224_F0531,32.064MiB,R76
07221026_2224_F0532,30.990MiB,R76
07221026_2224_F0533,30.854MiB,R76
07221026_2224_F0534,31.284MiB,R76
07221026_2224_F0535,31.008MiB,R76
07221026_2224_F0536,31.556MiB,R76
07221026_2224_F0537,31.775MiB,R76
07221026_2224_F0538,30.935MiB,R76
07221026_2224_F0539,31.914MiB,R76
07221026_2224_F0540,29.854MiB,R76
07221026_2224_F0541,30.192MiB,R76
07221026_2224_F0542,30.583MiB,R76
07221026_2224_F0543,30.879MiB,R76
07221026_2224_F0544,31.063MiB,R76
07221026_2224_F0545,31.308MiB,R76
07221026_2224_F0546,32.053MiB,R76
07221026_2224_F0547,32.051MiB,R76
07221026_2224_F0548,31.007MiB,R76
07221026_2224_F0549,31.149MiB,R76
07221026_2224_F0550,31.288MiB,R76
07221026_2224_F0551,31.395MiB,R76
07221026_2224_F0552,31.019MiB,R76
07221026_2224_F0553,32.439MiB,R76
07221026_2224_F0554,31.782MiB,R76
07221026_2224_F0555,31.453MiB,R76
07221026_2224_F0556,31.635MiB,R76
07221026_2224_F0557,31.831MiB,R76
07221026_2224_F0558,32.483MiB,R76
07221026_2224_F0559,30.094MiB,R76
07221026_2224_F0560,31.176MiB,R76
07221026_2224_F0561,32.040MiB,R76
07221026_2224_F0562,26.359MiB,R76
07221026_2224_F0563,30.295MiB,R76
07221026_2224_F0564,28.022MiB,R76
07221026_2224_F0565,32.319MiB,R76
07221026_2224_F0566,30.154MiB,R76
07221026_2224_F0567,32.375MiB,R76
07221026_2224_F0568,32.867MiB,R76
07221026_2224_F0569,31.775MiB,R76
07221026_2224_F0570,30.216MiB,R76
07221026_2224_F0571,30.585MiB,R76
07221026_2224_F0572,30.273MiB,R76
07221026_2224_F0573,32.559MiB,R76
07221026_2224_F0574,30.766MiB,R76
07221026_2224_F0575,30.497MiB,R76
07221026_2224_F0576,30.643MiB,R76
07221026_2224_F0577,31.609MiB,R76
07221026_2224_F0578,31.739MiB,R76
07221026_2224_F0579,29.819MiB,R76
07221026_2224_F0580,31.864MiB,R76
07221026_2224_F0581,31.621MiB,R76
07221026_2224_F0582,31.473MiB,R76
07221026_2224_F0583,30.635MiB,R76
07221026_2224_F0584,31.163MiB,R76
07221026_2224_F0585,31.930MiB,R76
07221026_2224_F0586,30.348MiB,R76
07221026_2224_F0587,33.454MiB,R76
07221026_2224_F0588,30.678MiB,R76
07221026_2224_F0589,30.826MiB,R76
07221026_2224_F0590,31.914MiB,R76
07221026_2224_F0591,31.966MiB,R76
07221026_2224_F0592,32.059MiB,R76
07221026_2224_F0593,31.179MiB,R76
07221026_2224_F0594,30.409MiB,R76
07221026_2224_F0595,31.791MiB,R76
07221026_2224_F0596,31.449MiB,R76
07221026_2224_F0597,31.610MiB,R76
07221026_2224_F0598,31.671MiB,R76
07221026_2224_F0599,32.152MiB,R76
07221026_2224_F0600,31.721MiB,R76
07221026_2224_F0601,31.619MiB,R76
07221026_2224_F0602,31.187MiB,R76
07221026_2224_F0603,31.528MiB,R76
07221026_2224_F0604,32.512MiB,R76
07221026_2224_F0605,31.656MiB,R76
07221026_2224_F0606,31.919MiB,R76
07221026_2224_F0607,31.032MiB,R76
07221026_2224_F0608,31.081MiB,R76
07221026_2224_F0609,30.520MiB,R76
07221026_2224_F0610,31.283MiB,R76
07221026_2224_F0611,31.957MiB,R76
07221026_2224_F0612,31.392MiB,R76
07221026_2224_F0613,31.120MiB,R76
07221026_2224_F0614,30.755MiB,R76
07221026_2224_F0615,31.571MiB,R76
07221026_2224_F0616,30.938MiB,R76
07221026_2224_F0617,31.388MiB,R76
07221026_2224_F0618,32.331MiB,R76
07221026_2224_F0619,30.256MiB,R76
07221026_2224_F0620,32.245MiB,R76
07221026_2224_F0621,31.827MiB,R76
07221026_2224_F0622,31.114MiB,R76
07221026_2224_F0623,31.714MiB,R76
07221026_2224_F0624,30.783MiB,R76
07221026_2224_F0625,29.930MiB,R76
07221026_2224_F0626,30.837MiB,R76
07221026_2224_F0627,30.889MiB,R76
07221026_2224_F0628,31.276MiB,R76
07221026_2224_F0629,31.950MiB,R76
07221026_2224_F0630,32.782MiB,R76
07221026_2224_F0631,31.639MiB,R76
07221026_2224_F0632,32.021MiB,R76
07221026_2224_F0633,28.208MiB,R76
07221026_2224_F0634,29.673MiB,R76
07221026_2224_F0635,29.874MiB,R76
07221026_2224_F0636,32.551MiB,R76
07221026_2224_F0637,31.363MiB,R76
07221026_2224_F0638,31.980MiB,R76
07221026_2224_F0639,31.494MiB,R76
07221026_2224_F0640,18.995MiB,R76
07221027_0915_F0001,33.517MiB,R76
07221027_0915_F0002,85.143MiB,R76
07221027_0915_F0003,85.036MiB,R76
07221027_0915_F0004,84.865MiB,R76
07221027_0915_F0005,82.560MiB,R76
07221027_0915_F0006,83.167MiB,R76
07221027_0915_F0007,84.978MiB,R76
07221027_0915_F0008,85.572MiB,R76
07221027_0915_F0009,83.329MiB,R76
07221027_0915_F0010,86.218MiB,R76
07221027_0915_F0011,85.174MiB,R76
07221027_0915_F0012,85.526MiB,R76
07221027_0915_F0013,83.401MiB,R76
07221027_0915_F0014,85.508MiB,R76
07221027_0915_F0015,84.258MiB,R76
07221027_0915_F0016,82.239MiB,R76
07221027_0915_F0017,80.253MiB,R76
07221027_0915_F0018,78.742MiB,R76
07221027_0915_F0019,77.854MiB,R76
07221027_0915_F0020,84.907MiB,R76
07221027_0915_F0021,84.331MiB,R76
07221027_0915_F0022,86.098MiB,R76
07221027_0915_F0023,78.432MiB,R76
07221027_0915_F0024,85.283MiB,R76
07221027_0915_F0025,85.906MiB,R76
07221027_0915_F0026,83.555MiB,R76
07221027_0915_F0027,84.999MiB,R76
07221027_0915_F0028,84.354MiB,R76
07221027_0915_F0029,83.017MiB,R76
07221027_0915_F0030,85.303MiB,R76
07221027_0915_F0031,85.446MiB,R76
07221027_0915_F0032,85.415MiB,R76
07221027_0915_F0033,84.118MiB,R76
07221027_0915_F0034,85.295MiB,R76
07221027_0915_F0035,84.356MiB,R76
07221027_0915_F0036,84.973MiB,R76
07221027_0915_F0037,85.057MiB,R76
07221027_0915_F0038,82.526MiB,R76
07221027_0915_F0039,85.139MiB,R76
07221027_0915_F0040,85.440MiB,R76
07221027_0915_F0041,85.335MiB,R76
07221027_0915_F0042,84.325MiB,R76
07221027_0915_F0043,84.831MiB,R76
07221027_0915_F0044,12.407MiB,R76
07221027_0959_F0001,30.396MiB,R76
07221027_0959_F0002,31.932MiB,R76
07221027_0959_F0003,30.743MiB,R76
07221027_0959_F0004,32.663MiB,R76
07221027_0959_F0005,30.202MiB,R76
07221027_0959_F0006,31.455MiB,R76
07221027_0959_F0007,31.423MiB,R76
07221027_0959_F0008,30.396MiB,R76
07221027_0959_F0009,32.243MiB,R76
07221027_0959_F0010,31.549MiB,R76
07221027_0959_F0011,31.770MiB,R76
07221027_0959_F0012,31.827MiB,R76
07221027_0959_F0013,32.594MiB,R76
07221027_0959_F0014,31.146MiB,R76
07221027_0959_F0015,32.236MiB,R76
07221027_0959_F0016,29.783MiB,R76
07221027_0959_F0017,30.394MiB,R76
07221027_0959_F0018,32.729MiB,R76
07221027_0959_F0019,33.903MiB,R76
07221027_0959_F0020,27.845MiB,R76
07221027_0959_F0021,29.712MiB,R76
07221027_0959_F0022,28.932MiB,R76
07221027_0959_F0023,31.446MiB,R76
07221027_0959_F0024,31.672MiB,R76
07221027_0959_F0025,30.354MiB,R76
07221027_0959_F0026,31.620MiB,R76
07221027_0959_F0027,30.955MiB,R76
07221027_0959_F0028,31.347MiB,R76
07221027_0959_F0029,31.872MiB,R76
07221027_0959_F0030,30.803MiB,R76
07221027_0959_F0031,30.793MiB,R76
07221027_0959_F0032,32.056MiB,R76
07221027_0959_F0033,31.538MiB,R76
07221027_0959_F0034,30.665MiB,R76
07221027_0959_F0035,33.344MiB,R76
07221027_0959_F0036,31.829MiB,R76
07221027_0959_F0037,32.415MiB,R76
07221027_0959_F0038,32.340MiB,R76
07221027_0959_F0039,30.721MiB,R76
07221027_0959_F0040,31.480MiB,R76
07221027_0959_F0041,30.743MiB,R76
07221027_0959_F0042,31.217MiB,R76
07221027_0959_F0043,30.626MiB,R76
07221027_0959_F0044,31.489MiB,R76
07221027_0959_F0045,31.351MiB,R76
07221027_0959_F0046,31.667MiB,R76
07221027_0959_F0047,32.704MiB,R76
07221027_0959_F0048,31.635MiB,R76
07221027_0959_F0049,31.740MiB,R76
07221027_0959_F0050,31.396MiB,R76
07221027_0959_F0051,32.688MiB,R76
07221027_0959_F0052,32.007MiB,R76
07221027_0959_F0053,30.307MiB,R76
07221027_0959_F0054,32.077MiB,R76
07221027_0959_F0055,32.917MiB,R76
07221027_0959_F0056,31.923MiB,R76
07221027_0959_F0057,30.918MiB,R76
07221027_0959_F0058,31.182MiB,R76
07221027_0959_F0059,31.731MiB,R76
07221027_0959_F0060,31.971MiB,R76
07221027_0959_F0061,30.878MiB,R76
07221027_0959_F0062,32.571MiB,R76
07221027_0959_F0063,31.606MiB,R76
07221027_0959_F0064,32.313MiB,R76
07221027_0959_F0065,31.179MiB,R76
07221027_0959_F0066,30.136MiB,R76
07221027_0959_F0067,31.771MiB,R76
07221027_0959_F0068,33.384MiB,R76
07221027_0959_F0069,30.568MiB,R76
07221027_0959_F0070,33.007MiB,R76
07221027_0959_F0071,31.570MiB,R76
07221027_0959_F0072,31.454MiB,R76
07221027_0959_F0073,32.406MiB,R76
07221027_0959_F0074,30.915MiB,R76
07221027_0959_F0075,31.471MiB,R76
07221027_0959_F0076,30.497MiB,R76
07221027_0959_F0077,30.757MiB,R76
07221027_0959_F0078,30.254MiB,R76
07221027_0959_F0079,30.749MiB,R76
07221027_0959_F0080,32.756MiB,R76
07221027_0959_F0081,30.775MiB,R76
07221027_0959_F0082,32.403MiB,R76
07221027_0959_F0083,32.408MiB,R76
07221027_0959_F0084,32.017MiB,R76
07221027_0959_F0085,32.220MiB,R76
07221027_0959_F0086,30.554MiB,R76
07221027_0959_F0087,31.475MiB,R76
07221027_0959_F0088,31.611MiB,R76
07221027_0959_F0089,31.369MiB,R76
07221027_0959_F0090,32.435MiB,R76
07221027_0959_F0091,31.638MiB,R76
07221027_0959_F0092,32.290MiB,R76
07221027_0959_F0093,27.229MiB,R76
07221027_0959_F0094,28.685MiB,R76
07221027_0959_F0095,30.229MiB,R76
07221027_0959_F0096,31.839MiB,R76
07221027_0959_F0097,31.125MiB,R76
07221027_0959_F0098,30.794MiB,R76
07221027_0959_F0099,31.318MiB,R76
07221027_0959_F0100,30.975MiB,R76
07221027_0959_F0101,32.247MiB,R76
07221027_0959_F0102,30.746MiB,R76
07221027_0959_F0103,31.757MiB,R76
07221027_0959_F0104,29.862MiB,R76
07221027_0959_F0105,32.776MiB,R76
07221027_0959_F0106,30.700MiB,R76
07221027_0959_F0107,32.623MiB,R76
07221027_0959_F0108,30.805MiB,R76
